index	date	dev_em	test_em	sota	description
41	2018-12-29 18:54:02	74.29461804093322	73.50485217783796	0	MMIPN(Single)
42	2019-01-01 22:44:31	67.84300513770741	66.61024599413226	0	EBB-Net (single model) (Enliple AI)
43	2019-01-05 03:51:43	75.60010106965383	76.05506657639359	0	synss (single model ) (bert_finetune)
44	2019-01-10 12:49:36	82.39703529015414	82.97224102911306	0	BERT + Synthetic Self-Training (single model) (Google AI Language) https://github.com/google-research/bert
45	2019-01-10 16:36:47	83.02872062663185	84.29248476641841	1	BERT + Synthetic Self-Training (ensemble) (Google AI Language) https://github.com/google-research/bert
46	2019-01-14 21:45:06	82.68339930935737	83.03994583615437	0	BERT + MMFT + ADA (single model) (Microsoft Research Asia)
47	2019-01-15 05:40:54	84.42685083803588	85.08237418190025	1	BERT + MMFT + ADA (ensemble) (Microsoft Research Asia)
48	2019-01-19 20:01:32	73.2249642044976	70.76280749266532	0	{BERT-base} (single-model) (Anonymous)
49	2019-01-22 20:43:03	79.40705803082625	80.59128864816068	0	BERT + NeurQuRI (single model) (2SAH)
50	2019-02-01 22:06:47	77.47831213678093	79.6321372150756	0	{bert-finetuning} (single model) (ksai)
51	2019-02-15 04:06:33	80.03874336730397	81.2570525840668	0	BERT + NeurQuRI (single model) (2SAH)
52	2019-02-15 05:29:23	80.973637665291	82.80297901150982	0	BERT + NeurQuRI (ensemble) (2SAH)
53	2019-02-16 18:15:05	82.64128695359219	83.17535545023696	0	Bert-raw (ensemble) (None)
54	2019-02-16 19:25:31	79.90398382885539	80.34303768900925	0	Bert-raw (single model) (None)
55	2019-02-25 05:20:22	81.7148151267582	81.11035883547731	0	BERT with Something (single model)(Anonymous)
56	2019-02-26 14:08:22	83.22243746315169	83.05122997066125	0	BERT with Something (ensemble)(Anonymous)
57	2019-02-27 22:34:02	81.38633875178978	82.71270593545475	0	BERT + NeurQuRI (ensemble) (2SAH)
58	2019-02-28 08:12:01	81.74850501137034	81.57300835025954	0	BERT-large+UBFT (single model)  (anonymous)
59	2019-02-28 18:49:36	81.16735450181083	81.97923719250734	0	BERT_s (single model) (Anonymous)
60	2019-03-05 13:52:19	85.10907100143181	85.15007898894154	1	BERT + N-Gram Masking + Synthetic Self-Training (single model) (Google AI Language) https://github.com/google-research/bert
61	2019-03-05 18:23:21	85.99343047250063	86.67343714737079	1	BERT + N-Gram Masking + Synthetic Self-Training (ensemble) (Google AI Language) https://github.com/google-research/bert
62	2019-03-07 16:12:07	78.2363345405542	79.74497856014443	0	BERT uncased (single model) (Anonymous)
63	2019-03-07 16:12:35	79.57550745388697	80.74926653125705	0	BERT + UnAnsQ (single model) (Anonymous)
64	2019-03-13 19:45:25	84.58687778994357	84.92439629880388	0	BERT + ConvLSTM + MTL + Verifier (single model) (Layer 6 AI)
65	2019-03-14 10:18:04	77.13299081950645	78.4811554953735	0	BISAN (single model) (Seoul National University & Hyundai Motors)
66	2019-03-14 14:07:01	79.49970521350964	78.87610020311442	0	{Anonymous} (single model) (Anonymous)
67	2019-03-15 06:51:24	86.14503495325529	86.72985781990522	1	BERT + ConvLSTM + MTL + Verifier (ensemble) (Layer 6 AI)
68	2019-03-16 03:15:50	85.53019455908364	85.88354773188897	0	BERT + DAE + AoA (single model) (Joint Laboratory of HIT and iFLYTEK Research)
69	2019-03-20 03:55:53	86.70091804935568	87.1473707966599	1	BERT + DAE + AoA (ensemble) (Joint Laboratory of HIT and iFLYTEK Research)
70	2019-03-20 08:14:33	83.86254527078245	83.60415256149854	0	Bert-raw (ensemble) (None)
71	2019-03-20 08:55:19	81.15050955950475	80.69284585872263	0	Bert-raw (single) (None)
72	2019-04-04 21:28:44	79.26387602122463	80.20762807492666	0	BISAN-CC (single model) (Seoul National University & Hyundai Motors)
73	2019-04-10 06:29:36	80.39248715573149	79.9706612502821	0	bert (single model)(vinda msqjmxx)
74	2019-04-11 21:59:51	84.81428451107556	84.80027081922816	0	SemBERT (single model) (Shanghai Jiao Tong University) https://arxiv.org/abs/1909.02209
75	2019-04-13 23:00:22	85.99343047250063	86.16565109456104	0	SemBERT(ensemble) (Shanghai Jiao Tong University) https://arxiv.org/abs/1909.02209
76	2019-04-16 16:56:18	84.83955192453466	84.83412322274881	0	Insight-baseline-BERT (single model) (PAII Insight Team)
77	2019-04-20 10:08:38	74.15985850248462	73.09862333559016	0	BERT-Base (single model) (Dining Philosophers)
78	2019-04-24 01:53:15	77.24248294449592	78.65041751297676	0	BERT + WIAN (ensemble) (Infosys Limited)
79	2019-04-24 23:49:26	71.0435441758612	71.69939065673663	0	BERT-Base (single) (GreenflyAI) https://greenfly.ai
80	2019-05-13 00:20:24	83.50037901120189	82.72399006996163	0	BERT-Base + QA Pre-training (single model) (Anonymous)
81	2019-05-14 00:59:06	82.74235660742862	82.881967953058	0	ATB (single model) (Anonymous)
82	2019-05-14 07:50:39	85.55546197254274	85.22906793048973	0	SG-Net (single model) (Shanghai Jiao Tong University) https://arxiv.org/abs/1908.05147
83	2019-05-14 20:09:37	86.24610460709172	86.21078763258858	0	SG-Net (ensemble) (Shanghai Jiao Tong University) https://arxiv.org/abs/1908.05147
84	2019-05-23 05:16:46	73.89033942558747	74.38501466937485	0	{BERTcw} (single model) (private)
85	2019-05-28 23:32:53	78.75010528088941	80.42202663055744	0	Bert (Single Model) Senseforth https://senseforth.ai
86	2019-06-19 08:52:39	84.67110250147394	85.00338524035206	0	BNDVnet (single model) (PAOS)
87	2019-06-20 23:02:34	82.58232965552094	83.14150304671632	0	SENSEFORTH + BERT (single)  Senseforth https://senseforth.ai
88	2019-07-20 08:19:14	86.44824391476459	86.82013089596028	0	RoBERTa (single model) (Facebook AI)
89	2019-07-22 03:44:43	87.75372694348522	88.59174001354096	1	XLNet + DAAF + Verifier (ensemble) (PINGAN Omni-Sinitic)
90	2019-07-22 17:33:57	78.64061315589994	79.9706612502821	0	Original BERT Large Cased (single model) (FAIR & UW)
91	2019-07-22 17:34:23	82.05171397287964	82.80297901150982	0	Tuned BERT Large Cased (single model) (FAIR & UW)
92	2019-07-22 17:43:19	83.69409584772173	83.75084631008802	0	Tuned BERT-1seq Large Cased (single model) (FAIR & UW)
93	2019-07-22 18:30:58	85.23540806872737	85.74813811780636	0	SpanBERT (single model) (FAIR & UW)
94	2019-07-26 10:04:23	86.8441000589573	87.19250733468743	0	UPM (single model) (Anonymous)
95	2019-07-26 14:49:25	87.94744378000506	88.23064770932069	0	UPM (ensemble) (Anonymous)
96	2019-08-04 03:56:22	88.15800555883096	88.17422703678628	0	XLNet + SG-Net Verifier (ensemble) (Shanghai Jiao Tong University & CloudWalk) https://arxiv.org/abs/1908.05147
97	2019-08-04 06:35:38	87.19784384738482	87.23764387271497	0	XLNet + SG-Net Verifier++ (single model) (Shanghai Jiao Tong University & CloudWalk) https://arxiv.org/abs/1908.05147
98	2019-08-30 00:04:35	86.06923271287796	86.57187993680884	0	Xlnet+Verifier(single model)(Ping An Life Insurance Company AI Team)
99	2019-09-03 02:39:39	83.91308009770067	84.72128187767998	0	Hanvon_model(single model) (Hanvon_WuHan)
100	2019-09-13 07:16:52	83.59302619388528	84.6422929361318	0	xlnet(single model)(VerifiedXiaoPAI)
101	2019-09-16 11:09:29	87.35787079929251	88.10652222974498	0	ALBERT (single model) (Google Research & TTIC) https://arxiv.org/abs/1909.11942
102	2019-09-18 13:12:10	88.92445043375726	89.73143759873618	1	ALBERT (ensemble model) (Google Research & TTIC) https://arxiv.org/abs/1909.11942
103	2019-09-29 02:14:06	85.20171818411522	85.83841119386143	0	BERTSP(single model)(NEUKG)http://www.techkg.cn/--please
104	2019-10-16 19:08:42	86.26294954939779	86.59444820582262	0	Xlnet+Verifier(single model)
105	2019-11-06 17:48:32	89.58982565484713	90.00225682690137	1	ALBERT + DAAF + Verifier (ensemble) (PINGAN Omni-Sinitic)
106	2019-11-08 21:31:18	83.49195654004885	84.20221169036336	0	BERT + Multiple-CNN (ensemble) (Kyonggi University (ICL) & KISTI)
107	2019-11-11 22:02:04	77.1919481175777	78.65041751297676	0	BERTlarge (single model) (SAIL)
108	2019-11-11 23:29:22	78.98593447317442	80.45587903407808	0	BERTlarge (ensemble) (SAIL)
109	2019-11-12 01:10:52	86.85252253011033	86.44775445723313	0	RoBERTa+Verify (single model) (CW)
110	2019-11-15 18:45:03	87.89690895308684	87.92597607763484	0	XLNet (single model) (Google Brain & CMU)
111	2019-11-27 17:31:14	87.54316516465931	86.93297224102912	0	RoBERTa+Verify (ensemble) (CW)
112	2019-12-08 18:34:12	87.69476964541397	87.84698713608667	0	ALBERT+Entailment DA Verifier(single model)(CloudWalk)
113	2019-12-08 18:54:09	88.85707066453297	88.76100203114422	0	ALBERT+Entailment DA(ensemble)(CloudWalk)
114	2019-12-09 21:09:58	85.58915185715489	86.4026179192056	0	XLNET-V2-123+ (single model) (MST/EOI) http://tia.today
115	2020-01-07 10:32:18	87.77057188579128	88.19679530580005	0	ALBERT + SFVerifier (single model) (Senseforth AI Research) https://www.senseforth.ai/
116	2020-01-10 02:34:14	89.58140318369409	90.1150981719702	1	Retro-Reader on ALBERT (ensemble) (Shanghai Jiao Tong University)  http://arxiv.org/abs/2001.09694v2
117	2020-01-12 22:46:06	73.11547207950812	73.74181900248252	0	batch2 (single model) (THU)
118	2020-01-19 10:27:46	87.75372694348522	88.10652222974498	0	Retro-Reader on ALBERT (single model) (Shanghai Jiao Tong University) http://arxiv.org/abs/2001.09694v2
119	2020-02-10 17:07:42	87.44209551082288	87.99368088467615	0	SkERT-Large (single model) (Skelter Labs)
120	2020-02-10 17:10:54	86.98728206855891	87.70029338749718	0	ALBERT 1.1 (single model) (Anonymous)
121	2020-02-12 02:22:44	87.82110671270951	87.84698713608667	0	Tuned ALBERT (single model) (Group Data & Analytics Cell | Aditya Birla Group)) https://www.adityabirla.com/About/group-data-and-analytics
122	2020-02-20 17:38:54	88.13273814537185	88.63687655156849	0	Tuned ALBERT (ensemble model) (Group Data & Analytics Cell | Aditya Birla Group)) https://www.adityabirla.com/About/group-data-and-analytics
123	2020-02-24 17:59:17	87.92217636654594	88.59174001354096	0	ALBERT (Single model) (SRCB_DML)
124	2020-02-25 01:18:05	89.53086835677588	89.74272173324306	0	Albert_Verifier_AA_Net (ensemble) (QIANXIN)
125	2020-02-25 21:02:06	78.74168280973637	79.60956894606184	0	BERT-Large-Cased (single model)
126	2020-02-29 04:19:49	87.71161458772004	87.86955540510043	0	ALBERT+RL(single model)(Hithink RoyalFlush)
127	2020-03-06 11:10:00	88.30961003958562	88.71586549311668	0	ELECTRA (single model) (Google Brain & Stanford)
128	2020-03-12 00:24:44	89.8593447317443	90.38591740013541	1	ALBERT + DAAF + Verifier (ensemble) (PINGAN Omni-Sinitic)
129	2020-03-13 03:17:53	87.92217636654594	88.43376213044459	0	aanet_v2.0 (single model) (QIANXIN)
130	2020-03-27 05:13:28	88.78126842415564	89.46061837057098	0	albert+KD+transfer (ensemble) (Anonymous)
131	2020-03-28 18:45:34	88.77284595300262	89.56217558113293	0	Retro-Reader on ELECTRA (single model) (Shanghai Jiao Tong University) http://arxiv.org/abs/2001.09694v2
132	2020-03-30 01:29:55	87.35787079929251	88.10652222974498	0	MTL (single model ) (HAPTIK AI RESEARCH) https://haptik.ai
133	2020-04-04 20:53:28	87.30733597237429	87.42947415933197	0	LUKE (single model) (Studio Ousia & NAIST & RIKEN AIP)
134	2020-04-05 04:45:07	90.02779415480502	90.57774768675243	1	Retro-Reader (ensemble) (Shanghai Jiao Tong University) http://arxiv.org/abs/2001.09694v2
135	2020-04-06 21:59:20	90.38996041438558	90.72444143534192	1	SA-Net on Albert (ensemble) (QIANXIN)
136	2020-04-08 19:28:34	89.01709761644067	89.22365154592643	0	ALBert-LSTM ( ensemble) (oppo.tensorlab)
137	2020-04-14 19:46:23	88.58755158763582	88.85127510719927	0	SA-Net on Electra (single model) (QIANXIN)
138	2020-04-15 10:07:46	88.57070664532974	89.13337846987136	0	ALBERT + SFVerifier (ensemble model) (Senseforth AI Research) https://www.senseforth.ai/
139	2020-04-18 15:59:46	88.9328729049103	89.23493568043331	0	ALBERT + MTDA + SFVerifier (ensemble model) (Senseforth AI Research) https://www.senseforth.ai/
140	2020-04-21 20:54:13	88.27592015497346	89.1108102008576	0	albert+KD+transfer+twopass (single) (SPPD)
141	2020-04-22 22:20:33	88.39383475111597	89.02053712480253	0	ELECTRA+RL+EV(single model)(Hithink RoyalFlush)
142	2020-04-23 06:26:27	73.99983155057694	72.07176709546378	0	BERT-base (single model)
143	2020-04-25 20:00:25	73.99983155057694	72.07176709546378	0	BERTBase (single model) (Anonymous)
